interaction_id,customer_id,interaction_type,datetime,notes
23923,6866,Meeting,2023-11-17 17:04:56,Hỏi tình trạng da và gợi ý routine
23924,6866,Chat,2024-02-18 05:50:55,Gửi mã giảm giá 10% cho đơn đầu tiên
23925,6866,Meeting,2023-12-24 22:13:29,Tư vấn combo dưỡng da
23926,6866,Web,2023-07-14 03:41:29,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Serum Vitamin C'; thương_hiệu='HerbaCare'; từ_khóa='dưỡng ẩm'
23927,6867,Email,2023-11-13 12:07:09,Phản hồi trải nghiệm sau khi mua
23928,6867,Email,2023-05-14 05:49:37,Giới thiệu sản phẩm mới ra mắt
23929,6868,Meeting,2023-08-05 15:50:05,Giới thiệu sản phẩm mới ra mắt
23930,6868,Call,2023-07-25 23:53:18,Phản hồi trải nghiệm sau khi mua
23931,6869,Call,2024-05-20 08:07:06,Tư vấn combo dưỡng da
23932,6869,Social Media,2024-02-02 22:01:31,Giới thiệu sản phẩm mới ra mắt
23933,6869,Email,2024-02-24 05:13:47,Gửi mã giảm giá 10% cho đơn đầu tiên
23934,6870,Chat,2024-12-09 23:55:16,Tư vấn combo dưỡng da
23935,6870,Social Media,2024-04-21 00:03:51,Tư vấn combo dưỡng da
23936,6871,Call,2024-11-19 04:21:57,Tư vấn combo dưỡng da
23937,6871,Chat,2025-05-21 00:45:32,Phản hồi trải nghiệm sau khi mua
23938,6871,Call,2025-05-13 22:16:21,Tư vấn combo dưỡng da
23939,6872,Social Media,2025-04-22 22:00:48,Phản hồi trải nghiệm sau khi mua
23940,6872,Web,2025-04-12 21:24:02,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='PureLeaf'; từ_khóa='chống nắng'
23941,6872,Call,2025-04-30 23:53:32,Giới thiệu sản phẩm mới ra mắt
23942,6872,Social Media,2025-04-08 02:08:51,Phản hồi trải nghiệm sau khi mua
23943,6872,Meeting,2025-01-28 13:07:54,Phản hồi trải nghiệm sau khi mua
23944,6872,Call,2025-08-21 17:21:14,Gửi mã giảm giá 10% cho đơn đầu tiên
23945,6873,Web,2025-08-26 18:03:10,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='GlowMe'; từ_khóa='trắng da'
23946,6873,Web,2025-10-08 19:50:00,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Silky'; từ_khóa='da nhạy cảm'
23947,6873,Social Media,2025-10-09 08:43:00,Xác nhận tồn kho và thời gian giao hàng
23948,6873,Meeting,2025-10-09 09:07:00,Gửi mã giảm giá 10% cho đơn đầu tiên
23949,6874,Email,2025-10-09 07:24:00,Hỏi tình trạng da và gợi ý routine
23950,6874,Web,2025-10-09 10:01:00,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Serum Vitamin C'; thương_hiệu='AquaSkin'; từ_khóa='trị mụn'
23951,6874,Call,2025-09-04 04:44:12,Phản hồi trải nghiệm sau khi mua
23952,6874,Meeting,2025-10-09 06:10:00,Giới thiệu sản phẩm mới ra mắt
23953,6875,Meeting,2024-07-03 16:25:00,Hỏi tình trạng da và gợi ý routine
23954,6875,Email,2024-04-23 19:07:11,Gửi mã giảm giá 10% cho đơn đầu tiên
23955,6875,Meeting,2024-04-16 03:33:37,Hỏi tình trạng da và gợi ý routine
23956,6875,Call,2024-03-17 00:21:38,Gửi mã giảm giá 10% cho đơn đầu tiên
23957,6876,Email,2024-06-24 22:33:34,Tư vấn combo dưỡng da
23958,6876,Social Media,2024-07-21 16:06:14,Hỏi tình trạng da và gợi ý routine
23959,6876,Web,2024-05-06 06:06:50,hành_động='Xem sản phẩm'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='HerbaCare'; từ_khóa='trắng da'
23960,6876,Web,2024-10-02 12:12:08,hành_động='Bắt đầu thanh toán'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Silky'; từ_khóa='trị mụn'
23961,6877,Chat,2024-09-04 16:05:16,Hỏi tình trạng da và gợi ý routine
23962,6877,Email,2024-09-20 23:24:00,Phản hồi trải nghiệm sau khi mua
23963,6878,Meeting,2025-02-10 18:57:47,Giới thiệu sản phẩm mới ra mắt
23964,6878,Chat,2025-08-08 16:34:26,Tư vấn combo dưỡng da
23965,6878,Call,2025-02-28 21:06:11,Phản hồi trải nghiệm sau khi mua
23966,6879,Chat,2025-10-09 09:16:00,Tư vấn combo dưỡng da
23967,6879,Call,2025-10-09 02:26:00,Gửi mã giảm giá 10% cho đơn đầu tiên
23968,6879,Chat,2025-10-08 19:49:00,Phản hồi trải nghiệm sau khi mua
23969,6879,Meeting,2025-10-09 03:05:00,Tư vấn combo dưỡng da
23970,6879,Call,2025-10-08 19:29:00,Tư vấn combo dưỡng da
23971,6879,Meeting,2025-10-09 03:08:00,Tư vấn combo dưỡng da
23972,6880,Social Media,2023-12-24 18:02:07,Gửi mã giảm giá 10% cho đơn đầu tiên
23973,6880,Call,2023-11-27 08:12:22,Tư vấn combo dưỡng da
23974,6880,Email,2024-01-29 18:03:28,Xác nhận tồn kho và thời gian giao hàng
23975,6880,Web,2023-06-03 20:50:44,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
23976,6880,Social Media,2024-01-22 12:47:29,Gửi mã giảm giá 10% cho đơn đầu tiên
23977,6881,Email,2025-10-09 06:23:00,Tư vấn combo dưỡng da
23978,6881,Meeting,2025-10-08 21:23:00,Phản hồi trải nghiệm sau khi mua
23979,6881,Email,2025-10-08 19:56:00,Gửi mã giảm giá 10% cho đơn đầu tiên
23980,6881,Meeting,2025-10-08 20:39:00,Hỏi tình trạng da và gợi ý routine
23981,6881,Meeting,2025-10-09 03:28:00,Giới thiệu sản phẩm mới ra mắt
23982,6882,Social Media,2023-12-13 10:42:09,Gửi mã giảm giá 10% cho đơn đầu tiên
23983,6883,Social Media,2025-10-08 19:24:00,Phản hồi trải nghiệm sau khi mua
23984,6883,Call,2025-10-09 10:25:00,Hỏi tình trạng da và gợi ý routine
23985,6883,Email,2025-10-09 11:34:00,Hỏi tình trạng da và gợi ý routine
23986,6883,Meeting,2025-10-09 02:35:00,Xác nhận tồn kho và thời gian giao hàng
23987,6883,Meeting,2025-10-09 10:04:00,Tư vấn combo dưỡng da
23988,6883,Email,2025-10-09 07:14:00,Xác nhận tồn kho và thời gian giao hàng
23989,6884,Web,2025-10-09 09:38:00,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='trắng da'
23990,6884,Email,2025-10-09 03:51:00,Tư vấn combo dưỡng da
23991,6884,Chat,2025-10-09 02:26:00,Gửi mã giảm giá 10% cho đơn đầu tiên
23992,6884,Social Media,2025-10-09 00:47:00,Hỏi tình trạng da và gợi ý routine
23993,6884,Chat,2025-09-18 17:13:39,Tư vấn combo dưỡng da
23994,6885,Chat,2024-08-21 02:30:53,Tư vấn combo dưỡng da
23995,6885,Meeting,2024-12-30 11:49:50,Giới thiệu sản phẩm mới ra mắt
23996,6885,Social Media,2025-01-31 12:40:06,Tư vấn combo dưỡng da
23997,6885,Meeting,2024-09-06 13:36:49,Gửi mã giảm giá 10% cho đơn đầu tiên
23998,6886,Call,2023-10-26 06:32:19,Hỏi tình trạng da và gợi ý routine
23999,6886,Call,2023-09-28 23:06:17,Tư vấn combo dưỡng da
24000,6886,Email,2024-02-08 04:02:37,Hỏi tình trạng da và gợi ý routine
24001,6887,Email,2024-05-16 19:26:44,Giới thiệu sản phẩm mới ra mắt
24002,6887,Email,2024-10-06 06:24:34,Gửi mã giảm giá 10% cho đơn đầu tiên
24003,6888,Chat,2023-08-09 06:49:04,Gửi mã giảm giá 10% cho đơn đầu tiên
24004,6888,Meeting,2023-03-25 11:07:15,Xác nhận tồn kho và thời gian giao hàng
24005,6888,Chat,2023-10-15 12:02:31,Gửi mã giảm giá 10% cho đơn đầu tiên
24006,6888,Chat,2023-08-22 21:13:23,Tư vấn combo dưỡng da
24007,6889,Social Media,2025-09-03 08:46:24,Hỏi tình trạng da và gợi ý routine
24008,6889,Email,2025-08-03 03:12:48,Tư vấn combo dưỡng da
24009,6889,Chat,2025-05-13 19:44:05,Phản hồi trải nghiệm sau khi mua
24010,6889,Call,2025-04-28 08:53:22,Phản hồi trải nghiệm sau khi mua
24011,6889,Web,2025-05-13 13:18:48,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='AquaSkin'; từ_khóa='son lì'
24012,6890,Meeting,2025-06-20 10:51:26,Xác nhận tồn kho và thời gian giao hàng
24013,6890,Chat,2025-08-23 23:08:27,Giới thiệu sản phẩm mới ra mắt
24014,6890,Chat,2025-07-25 10:03:23,Tư vấn combo dưỡng da
24015,6890,Web,2025-10-09 09:58:00,hành_động='Bắt đầu thanh toán'; sản_phẩm='Son lì tông nude'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
24016,6890,Call,2025-05-27 11:05:34,Hỏi tình trạng da và gợi ý routine
24017,6890,Social Media,2025-07-13 15:42:52,Hỏi tình trạng da và gợi ý routine
24018,6891,Social Media,2024-08-07 12:58:46,Giới thiệu sản phẩm mới ra mắt
24019,6891,Social Media,2024-01-09 10:27:24,Xác nhận tồn kho và thời gian giao hàng
24020,6892,Call,2024-09-27 23:18:47,Giới thiệu sản phẩm mới ra mắt
24021,6892,Chat,2025-02-24 16:26:58,Giới thiệu sản phẩm mới ra mắt
24022,6892,Web,2024-11-20 13:03:15,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='HerbaCare'; từ_khóa='da nhạy cảm'
24023,6892,Email,2024-06-04 19:52:15,Giới thiệu sản phẩm mới ra mắt
24024,6892,Meeting,2024-11-16 09:54:53,Phản hồi trải nghiệm sau khi mua
24025,6892,Call,2024-07-29 09:19:36,Xác nhận tồn kho và thời gian giao hàng
24026,6893,Chat,2024-03-16 11:31:53,Tư vấn combo dưỡng da
24027,6893,Social Media,2024-03-01 00:04:28,Gửi mã giảm giá 10% cho đơn đầu tiên
24028,6893,Chat,2024-07-16 23:22:04,Gửi mã giảm giá 10% cho đơn đầu tiên
24029,6893,Call,2024-03-01 20:33:52,Hỏi tình trạng da và gợi ý routine
24030,6893,Email,2024-07-21 03:01:04,Phản hồi trải nghiệm sau khi mua
24031,6894,Call,2025-10-09 02:58:00,Tư vấn combo dưỡng da
24032,6894,Call,2025-10-09 01:46:00,Gửi mã giảm giá 10% cho đơn đầu tiên
24033,6894,Call,2025-10-09 07:48:00,Giới thiệu sản phẩm mới ra mắt
24034,6894,Email,2025-10-08 23:21:00,Gửi mã giảm giá 10% cho đơn đầu tiên
24035,6895,Social Media,2023-03-10 13:43:42,Phản hồi trải nghiệm sau khi mua
24036,6895,Email,2023-10-27 09:50:55,Gửi mã giảm giá 10% cho đơn đầu tiên
24037,6895,Email,2023-06-15 08:34:23,Phản hồi trải nghiệm sau khi mua
24038,6896,Email,2025-07-29 19:12:12,Xác nhận tồn kho và thời gian giao hàng
24039,6896,Meeting,2025-02-03 17:03:00,Gửi mã giảm giá 10% cho đơn đầu tiên
24040,6896,Meeting,2025-04-22 00:43:33,Gửi mã giảm giá 10% cho đơn đầu tiên
24041,6896,Chat,2025-04-25 14:17:10,Xác nhận tồn kho và thời gian giao hàng
24042,6896,Web,2025-04-10 01:59:55,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='HerbaCare'; từ_khóa='chống nắng'
24043,6897,Social Media,2025-10-09 11:12:00,Hỏi tình trạng da và gợi ý routine
24044,6897,Web,2025-10-08 23:03:00,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='Silky'; từ_khóa='chống nắng'
24045,6897,Social Media,2025-10-08 22:46:00,Giới thiệu sản phẩm mới ra mắt
24046,6897,Call,2025-10-05 02:24:39,Giới thiệu sản phẩm mới ra mắt
24047,6897,Chat,2025-10-08 22:07:00,Giới thiệu sản phẩm mới ra mắt
24048,6898,Web,2024-10-15 12:30:26,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Nước hoa hồng'; thương_hiệu='PureLeaf'; từ_khóa='son lì'
24049,6898,Web,2024-02-28 04:25:03,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Toner làm dịu'; thương_hiệu='HerbaCare'; từ_khóa='chống nắng'
24050,6898,Meeting,2024-11-17 08:32:12,Gửi mã giảm giá 10% cho đơn đầu tiên
24051,6898,Email,2024-06-26 07:00:11,Xác nhận tồn kho và thời gian giao hàng
24052,6899,Call,2023-08-13 03:19:13,Hỏi tình trạng da và gợi ý routine
24053,6899,Chat,2023-08-13 06:43:33,Phản hồi trải nghiệm sau khi mua
24054,6899,Call,2023-11-05 11:53:35,Xác nhận tồn kho và thời gian giao hàng
24055,6900,Email,2023-07-04 22:17:06,Xác nhận tồn kho và thời gian giao hàng
24056,6900,Web,2023-09-08 17:06:31,hành_động='Bắt đầu thanh toán'; sản_phẩm='Nước hoa hồng'; thương_hiệu='HerbaCare'; từ_khóa='son lì'
24057,6900,Call,2023-11-04 16:00:28,Phản hồi trải nghiệm sau khi mua
24058,6900,Social Media,2023-07-02 21:56:01,Phản hồi trải nghiệm sau khi mua
24059,6900,Meeting,2023-04-14 23:37:49,Phản hồi trải nghiệm sau khi mua
24060,6901,Chat,2025-07-18 20:00:01,Giới thiệu sản phẩm mới ra mắt
24061,6901,Social Media,2025-10-08 19:30:00,Hỏi tình trạng da và gợi ý routine
24062,6901,Social Media,2025-06-14 15:40:05,Tư vấn combo dưỡng da
24063,6901,Web,2025-08-11 01:15:23,hành_động='Bắt đầu thanh toán'; sản_phẩm='Serum Vitamin C'; thương_hiệu='HerbaCare'; từ_khóa='trắng da'
24064,6901,Call,2025-10-08 23:26:00,Hỏi tình trạng da và gợi ý routine
24065,6901,Call,2025-10-09 09:17:00,Hỏi tình trạng da và gợi ý routine
24066,6902,Web,2025-02-18 16:48:42,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Nước hoa hồng'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
24067,6902,Call,2025-06-12 11:16:07,Hỏi tình trạng da và gợi ý routine
24068,6902,Chat,2025-08-08 06:11:09,Xác nhận tồn kho và thời gian giao hàng
24069,6902,Call,2025-10-09 03:34:00,Giới thiệu sản phẩm mới ra mắt
24070,6902,Meeting,2025-08-28 14:11:19,Giới thiệu sản phẩm mới ra mắt
24071,6902,Call,2025-10-08 22:56:00,Phản hồi trải nghiệm sau khi mua
24072,6903,Meeting,2023-04-17 12:26:41,Tư vấn combo dưỡng da
24073,6903,Email,2023-08-08 02:55:22,Giới thiệu sản phẩm mới ra mắt
24074,6903,Call,2023-08-25 12:52:04,Gửi mã giảm giá 10% cho đơn đầu tiên
24075,6903,Web,2023-12-09 06:32:34,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Dầu gội phục hồi'; thương_hiệu='Silky'; từ_khóa='trị mụn'
24076,6904,Call,2024-01-15 15:34:51,Phản hồi trải nghiệm sau khi mua
24077,6904,Meeting,2024-07-18 07:20:01,Tư vấn combo dưỡng da
24078,6904,Chat,2023-12-30 23:13:14,Giới thiệu sản phẩm mới ra mắt
24079,6904,Email,2024-05-17 04:05:14,Xác nhận tồn kho và thời gian giao hàng
24080,6905,Email,2025-08-23 05:44:25,Giới thiệu sản phẩm mới ra mắt
24081,6905,Chat,2025-07-09 20:57:58,Tư vấn combo dưỡng da
24082,6906,Web,2023-12-08 21:11:05,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Son lì tông nude'; thương_hiệu='GlowMe'; từ_khóa='dưỡng ẩm'
24083,6906,Email,2023-09-24 23:29:23,Gửi mã giảm giá 10% cho đơn đầu tiên
24084,6906,Web,2024-03-20 08:02:22,hành_động='Xem sản phẩm'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='Lumi'; từ_khóa='trắng da'
24085,6907,Meeting,2023-07-12 14:52:16,Xác nhận tồn kho và thời gian giao hàng
24086,6907,Web,2024-01-12 03:22:12,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Serum Vitamin C'; thương_hiệu='Lumi'; từ_khóa='son lì'
24087,6907,Call,2024-01-12 23:26:32,Xác nhận tồn kho và thời gian giao hàng
24088,6907,Web,2023-12-09 03:58:23,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='Lumi'; từ_khóa='dưỡng ẩm'
24089,6907,Call,2023-12-11 12:08:47,Tư vấn combo dưỡng da
24090,6908,Meeting,2024-11-15 01:34:47,Gửi mã giảm giá 10% cho đơn đầu tiên
24091,6908,Web,2024-04-17 06:49:54,hành_động='Xem chi tiết thương hiệu'; sản_phẩm='Toner làm dịu'; thương_hiệu='Lumi'; từ_khóa='son lì'
24092,6908,Social Media,2024-09-23 17:49:29,Gửi mã giảm giá 10% cho đơn đầu tiên
24093,6908,Email,2024-07-07 22:23:35,Hỏi tình trạng da và gợi ý routine
24094,6909,Call,2025-08-09 07:16:47,Giới thiệu sản phẩm mới ra mắt
24095,6909,Call,2025-08-13 10:47:33,Phản hồi trải nghiệm sau khi mua
24096,6909,Web,2025-10-09 08:08:00,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Nước hoa hồng'; thương_hiệu='GlowMe'; từ_khóa='trị mụn'
24097,6910,Web,2025-07-30 12:18:03,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='trị mụn'
24098,6910,Call,2025-09-25 01:21:35,Tư vấn combo dưỡng da
24099,6911,Email,2023-09-16 04:22:35,Phản hồi trải nghiệm sau khi mua
24100,6911,Meeting,2023-09-07 03:36:24,Giới thiệu sản phẩm mới ra mắt
24101,6911,Email,2023-12-26 20:59:59,Xác nhận tồn kho và thời gian giao hàng
24102,6912,Chat,2025-10-08 19:46:00,Giới thiệu sản phẩm mới ra mắt
24103,6912,Social Media,2025-10-08 20:52:00,Tư vấn combo dưỡng da
24104,6912,Web,2025-10-08 21:15:00,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Mặt nạ đất sét'; thương_hiệu='GlowMe'; từ_khóa='chống nắng'
24105,6912,Email,2025-10-09 06:43:00,Giới thiệu sản phẩm mới ra mắt
24106,6913,Email,2025-01-15 18:09:41,Phản hồi trải nghiệm sau khi mua
24107,6914,Chat,2025-10-08 22:23:00,Tư vấn combo dưỡng da
24108,6914,Email,2025-09-02 06:07:01,Giới thiệu sản phẩm mới ra mắt
24109,6914,Web,2025-10-08 22:32:00,hành_động='Xem sản phẩm'; sản_phẩm='Toner làm dịu'; thương_hiệu='GlowMe'; từ_khóa='son lì'
24110,6915,Meeting,2024-06-02 18:33:48,Hỏi tình trạng da và gợi ý routine
24111,6915,Call,2025-01-04 05:09:06,Xác nhận tồn kho và thời gian giao hàng
24112,6916,Email,2024-07-14 00:50:17,Phản hồi trải nghiệm sau khi mua
24113,6916,Social Media,2024-09-28 04:56:02,Xác nhận tồn kho và thời gian giao hàng
24114,6916,Meeting,2024-09-01 19:52:49,Phản hồi trải nghiệm sau khi mua
24115,6917,Email,2023-12-30 14:53:27,Gửi mã giảm giá 10% cho đơn đầu tiên
24116,6917,Email,2024-02-23 00:53:07,Giới thiệu sản phẩm mới ra mắt
24117,6917,Social Media,2024-03-18 03:02:05,Hỏi tình trạng da và gợi ý routine
24118,6917,Call,2024-07-27 02:14:36,Gửi mã giảm giá 10% cho đơn đầu tiên
24119,6917,Chat,2024-02-17 18:20:14,Phản hồi trải nghiệm sau khi mua
24120,6918,Meeting,2023-11-27 11:51:03,Phản hồi trải nghiệm sau khi mua
24121,6918,Meeting,2023-05-28 14:57:10,Gửi mã giảm giá 10% cho đơn đầu tiên
24122,6918,Email,2023-09-29 12:58:10,Hỏi tình trạng da và gợi ý routine
24123,6918,Meeting,2023-08-06 10:53:56,Phản hồi trải nghiệm sau khi mua
24124,6918,Web,2023-08-15 03:56:00,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Toner làm dịu'; thương_hiệu='Silky'; từ_khóa='trị mụn'
24125,6918,Web,2024-01-18 14:14:10,hành_động='Thêm vào giỏ hàng'; sản_phẩm='Son lì tông nude'; thương_hiệu='AquaSkin'; từ_khóa='trắng da'
24126,6919,Chat,2025-09-24 07:31:37,Giới thiệu sản phẩm mới ra mắt
24127,6920,Email,2023-05-19 05:04:45,Giới thiệu sản phẩm mới ra mắt
24128,6920,Call,2023-11-02 06:29:24,Tư vấn combo dưỡng da
24129,6920,Email,2023-05-22 11:10:52,Xác nhận tồn kho và thời gian giao hàng
24130,6921,Social Media,2025-08-10 16:24:07,Gửi mã giảm giá 10% cho đơn đầu tiên
24131,6921,Meeting,2025-10-09 08:25:00,Gửi mã giảm giá 10% cho đơn đầu tiên
24132,6921,Call,2025-10-08 20:22:00,Tư vấn combo dưỡng da
24133,6921,Meeting,2025-10-09 11:16:00,Giới thiệu sản phẩm mới ra mắt
24134,6922,Call,2025-07-15 21:28:52,Xác nhận tồn kho và thời gian giao hàng
24135,6922,Social Media,2025-10-09 03:00:00,Xác nhận tồn kho và thời gian giao hàng
24136,6922,Social Media,2025-09-29 19:43:15,Giới thiệu sản phẩm mới ra mắt
24137,6922,Chat,2025-10-09 11:29:00,Tư vấn combo dưỡng da
24138,6922,Web,2025-07-01 22:06:49,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Son lì tông nude'; thương_hiệu='Lumi'; từ_khóa='trị mụn'
24139,6922,Chat,2025-10-09 05:45:00,Giới thiệu sản phẩm mới ra mắt
24140,6923,Chat,2025-09-18 17:23:13,Xác nhận tồn kho và thời gian giao hàng
24141,6923,Meeting,2025-10-09 04:58:00,Hỏi tình trạng da và gợi ý routine
24142,6923,Email,2025-10-09 08:37:00,Tư vấn combo dưỡng da
24143,6924,Call,2023-09-30 16:51:42,Gửi mã giảm giá 10% cho đơn đầu tiên
24144,6924,Meeting,2023-09-26 02:54:52,Tư vấn combo dưỡng da
24145,6924,Meeting,2024-04-23 02:43:25,Phản hồi trải nghiệm sau khi mua
24146,6924,Meeting,2024-03-04 00:22:00,Hỏi tình trạng da và gợi ý routine
24147,6925,Call,2025-10-08 19:46:00,Phản hồi trải nghiệm sau khi mua
24148,6925,Call,2025-10-09 11:40:00,Phản hồi trải nghiệm sau khi mua
24149,6925,Chat,2025-09-17 16:18:32,Phản hồi trải nghiệm sau khi mua
24150,6925,Call,2025-10-09 04:39:00,Gửi mã giảm giá 10% cho đơn đầu tiên
24151,6925,Call,2025-09-29 01:04:43,Hỏi tình trạng da và gợi ý routine
24152,6926,Web,2025-01-21 12:57:04,hành_động='Bỏ vào danh sách quan tâm'; sản_phẩm='Tẩy trang micellar'; thương_hiệu='Lumi'; từ_khóa='trắng da'
24153,6927,Call,2024-03-18 02:37:07,Xác nhận tồn kho và thời gian giao hàng
24154,6927,Social Media,2024-03-31 01:57:25,Giới thiệu sản phẩm mới ra mắt
24155,6928,Social Media,2025-06-16 14:52:28,Hỏi tình trạng da và gợi ý routine
24156,6928,Call,2025-07-15 06:13:05,Giới thiệu sản phẩm mới ra mắt
24157,6928,Email,2025-10-09 01:00:00,Tư vấn combo dưỡng da
24158,6928,Call,2025-07-09 23:54:25,Xác nhận tồn kho và thời gian giao hàng
24159,6929,Web,2024-03-13 14:19:09,hành_động='Xóa khỏi giỏ hàng'; sản_phẩm='Sữa rửa mặt dịu nhẹ'; thương_hiệu='PureLeaf'; từ_khóa='dưỡng ẩm'
24160,6929,Call,2024-07-22 12:11:24,Gửi mã giảm giá 10% cho đơn đầu tiên
24161,6929,Social Media,2024-04-24 21:39:17,Xác nhận tồn kho và thời gian giao hàng
24162,6930,Chat,2024-01-07 04:23:30,Xác nhận tồn kho và thời gian giao hàng
24163,6930,Social Media,2023-10-24 14:11:20,Xác nhận tồn kho và thời gian giao hàng
24164,6931,Call,2024-02-01 10:59:22,Gửi mã giảm giá 10% cho đơn đầu tiên
24165,6931,Web,2023-11-29 17:14:53,hành_động='Xem sản phẩm'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='PureLeaf'; từ_khóa='son lì'
24166,6932,Call,2025-09-18 20:07:41,Gửi mã giảm giá 10% cho đơn đầu tiên
24167,6932,Chat,2025-06-25 21:51:36,Xác nhận tồn kho và thời gian giao hàng
24168,6932,Chat,2025-09-12 08:07:19,Gửi mã giảm giá 10% cho đơn đầu tiên
24169,6932,Meeting,2025-09-21 18:11:42,Hỏi tình trạng da và gợi ý routine
24170,6932,Meeting,2025-04-07 06:28:00,Tư vấn combo dưỡng da
24171,6932,Web,2025-07-30 10:05:35,hành_động='Xem sản phẩm'; sản_phẩm='Kem dưỡng ẩm ban đêm'; thương_hiệu='GlowMe'; từ_khóa='trị mụn'
24172,6933,Call,2025-04-25 07:58:43,Xác nhận tồn kho và thời gian giao hàng
24173,6933,Email,2025-03-12 10:08:51,Phản hồi trải nghiệm sau khi mua
24174,6933,Social Media,2025-06-24 16:38:20,Tư vấn combo dưỡng da
24175,6933,Social Media,2025-02-23 07:56:27,Phản hồi trải nghiệm sau khi mua
24176,6934,Email,2023-06-19 14:18:50,Phản hồi trải nghiệm sau khi mua
24177,6935,Call,2023-08-23 03:30:27,Hỏi tình trạng da và gợi ý routine
24178,6935,Call,2023-08-22 16:50:51,Giới thiệu sản phẩm mới ra mắt
24179,6935,Social Media,2023-12-01 09:55:20,Tư vấn combo dưỡng da
24180,6935,Chat,2024-03-25 05:03:39,Hỏi tình trạng da và gợi ý routine
24181,6935,Social Media,2024-02-08 03:59:43,Tư vấn combo dưỡng da
24182,6935,Meeting,2023-11-04 03:53:39,Xác nhận tồn kho và thời gian giao hàng
24183,6936,Social Media,2025-09-01 16:37:02,Xác nhận tồn kho và thời gian giao hàng
24184,6936,Email,2025-10-09 05:09:00,Giới thiệu sản phẩm mới ra mắt
24185,6937,Chat,2025-08-08 20:23:35,Gửi mã giảm giá 10% cho đơn đầu tiên
24186,6937,Social Media,2025-09-14 05:30:57,Phản hồi trải nghiệm sau khi mua
24187,6938,Call,2023-07-28 02:34:31,Giới thiệu sản phẩm mới ra mắt
24188,6939,Email,2024-07-17 05:16:13,Giới thiệu sản phẩm mới ra mắt
24189,6939,Chat,2024-04-21 06:42:08,Giới thiệu sản phẩm mới ra mắt
24190,6939,Call,2024-06-05 02:15:13,Tư vấn combo dưỡng da
24191,6940,Social Media,2024-09-17 09:20:22,Giới thiệu sản phẩm mới ra mắt
24192,6940,Web,2024-08-10 09:03:30,hành_động='Tìm kiếm từ khóa'; sản_phẩm='Serum Vitamin C'; thương_hiệu='HerbaCare'; từ_khóa='da nhạy cảm'
24193,6940,Call,2024-03-01 08:08:47,Xác nhận tồn kho và thời gian giao hàng
24194,6940,Call,2024-01-22 17:15:35,Tư vấn combo dưỡng da
24195,6940,Email,2024-02-03 22:33:38,Giới thiệu sản phẩm mới ra mắt
24196,6940,Meeting,2024-01-23 21:51:31,Tư vấn combo dưỡng da
24197,6941,Chat,2025-01-18 08:34:26,Giới thiệu sản phẩm mới ra mắt
24198,6941,Chat,2025-09-09 23:32:55,Hỏi tình trạng da và gợi ý routine
24199,6941,Web,2025-10-02 14:56:49,hành_động='Bắt đầu thanh toán'; sản_phẩm='Kem chống nắng SPF50'; thương_hiệu='GlowMe'; từ_khóa='son lì'
24200,6942,Social Media,2025-10-09 00:42:00,Gửi mã giảm giá 10% cho đơn đầu tiên
24201,6942,Email,2025-10-09 09:28:00,Tư vấn combo dưỡng da
